parameter,age_group,outcome,baseline_parameter_value,tested_lower,tested_upper,baseline_outcome_mean,minimum_level_mean,maximum_level_mean,low_level_outcome_mean,high_level_outcome_mean,low_to_high_outcome_change,outcome_mean_spread,relative_outcome_spread,outbreak_probability_spread_percentage_points,outbreak_probability_low_to_high_change_percentage_points,raw_variance_across_level_means,monte_carlo_variance_of_level_mean,noise_adjusted_parameter_variance,mean_within_level_stochastic_variance,oat_total_predictive_variance,oat_parameter_variance_fraction,oat_stochastic_variance_fraction,parameter_signal_to_mc_noise,isolated_variance_screening_share,relative_parameter_variance_share_percent,sensitivity_rank
phi,11_to_14,outbreak_indicator,0.12,0.096,0.144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
phi,11_to_14,peak_weekly_cases,0.12,0.096,0.144,2.6933333333333334,2.566666666666667,2.83,2.83,2.566666666666667,-0.2633333333333332,0.2633333333333332,0.09777227722772272,,,0.005293424036281176,0.003327433862433862,0.0019659901738473136,0.9982301587301586,1.0001961489040059,0.001965604622654871,0.9980343953773452,0.5908427500371966,0.013904042546058523,1.3904042546058524,10.0
phi,15_to_24,cumulative_cases,0.12,0.096,0.144,10.686666666666667,10.23,11.49,11.49,10.23,-1.2599999999999998,1.2599999999999998,0.11790393013100434,,,0.15512925170068023,0.03860408994708994,0.11652516175359029,11.581226984126983,11.697752145880575,0.00996132934776065,0.9900386706522393,3.0184667457074505,0.023825008887764974,2.3825008887764976,9.0
phi,15_to_24,final_week_cases,0.12,0.096,0.144,1.9466666666666668,1.69,2.03,1.9966666666666666,1.69,-0.30666666666666664,0.33999999999999986,0.17465753424657526,,,0.011783219954648523,0.006642201058201059,0.005141018896447464,1.9926603174603177,1.997801336356765,0.002573338401015759,0.9974266615989843,0.7739932669005705,0.01758809685863079,1.7588096858630788,8.0
phi,15_to_24,outbreak_indicator,0.12,0.096,0.144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
phi,15_to_24,peak_weekly_cases,0.12,0.096,0.144,3.5366666666666666,3.43,3.7133333333333334,3.7133333333333334,3.43,-0.2833333333333332,0.2833333333333332,0.08011310084825633,,,0.007715646258503404,0.004338915343915345,0.0033767309145880595,1.3016746031746034,1.3050513340891914,0.002587431487470732,0.9974125685125294,0.7782430969351363,0.011790168667958546,1.1790168667958547,10.0
phi,1_to_4,cumulative_cases,0.12,0.096,0.144,15.04,14.12,15.603333333333333,15.603333333333333,14.12,-1.4833333333333343,1.4833333333333343,0.09862588652482276,,,0.2600662131519275,0.05129723280423281,0.2087689803476947,15.389169841269844,15.59793882161754,0.013384395382956433,0.9866156046170436,4.069790297352415,0.020585260675133762,2.0585260675133763,9.0
phi,1_to_4,final_week_cases,0.12,0.096,0.144,2.19,1.8766666666666667,2.3566666666666665,2.3466666666666667,1.8766666666666667,-0.47,0.47999999999999976,0.21917808219178073,,,0.02999818594104306,0.007396910052910052,0.02260127588813301,2.2190730158730156,2.2416742917611487,0.010082319260741731,0.9899176807392582,3.055502328197345,0.03140715561017957,3.140715561017957,8.0
phi,1_to_4,outbreak_indicator,0.12,0.096,0.144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
phi,1_to_4,peak_weekly_cases,0.12,0.096,0.144,4.823333333333333,4.63,4.87,4.87,4.63,-0.2400000000000002,0.2400000000000002,0.049758120248790644,,,0.008113832199546468,0.006885137566137566,0.0012286946334089015,2.06554126984127,2.0667699644746786,0.0005944999465488192,0.9994055000534512,0.17845607609234398,0.0038237588311703244,0.38237588311703247,10.0
phi,25_to_34,cumulative_cases,0.12,0.096,0.144,16.313333333333333,15.443333333333333,16.8,16.8,15.443333333333333,-1.3566666666666674,1.3566666666666674,0.08316305680425015,,,0.2404839002267578,0.06835243386243386,0.17213146636432394,20.50573015873016,20.677861625094483,0.00832443264614106,0.991675567353859,2.5182931555993426,0.016066479872844007,1.6066479872844006,10.0
phi,25_to_34,final_week_cases,0.12,0.096,0.144,2.9,2.683333333333333,3.026666666666667,3.026666666666667,2.683333333333333,-0.3433333333333337,0.3433333333333337,0.11839080459770128,,,0.0170340136054422,0.010449931216931217,0.006584082388510984,3.134979365079365,3.1415634474678757,0.0020957979995017465,0.9979042020004983,0.6300598780825756,0.008710292818960142,0.8710292818960143,11.0
phi,25_to_34,outbreak_indicator,0.12,0.096,0.144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
phi,25_to_34,peak_weekly_cases,0.12,0.096,0.144,4.973333333333334,4.73,5.043333333333333,5.043333333333333,4.736666666666666,-0.30666666666666664,0.3133333333333326,0.0630026809651473,,,0.015935600907029463,0.006736767195767196,0.009198833711262268,2.021030158730159,2.030228992441421,0.004530934069757495,0.9954690659302425,1.3654670621603227,0.013269313915571847,1.3269313915571848,10.0
phi,35_and_over,cumulative_cases,0.12,0.096,0.144,28.006666666666668,27.533333333333335,29.53,29.53,27.533333333333335,-1.9966666666666661,1.9966666666666661,0.07129254939300164,,,0.488046712018141,0.14110333333333333,0.3469433786848076,42.331,42.67794337868481,0.008129336870953486,0.9918706631290466,2.458789388520051,0.016130767003054065,1.6130767003054065,10.0
phi,35_and_over,final_week_cases,0.12,0.096,0.144,5.0,4.946666666666666,5.6033333333333335,5.6033333333333335,4.99,-0.6133333333333333,0.6566666666666672,0.13133333333333344,,,0.048925170068027254,0.019804867724867725,0.02912030234315953,5.941460317460318,5.970580619803477,0.0048772982390644,0.9951227017609356,1.470360860153335,0.017002325369826737,1.7002325369826736,10.0
phi,35_and_over,outbreak_indicator,0.12,0.096,0.144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
phi,35_and_over,peak_weekly_cases,0.12,0.096,0.144,7.526666666666666,7.503333333333333,7.95,7.95,7.503333333333333,-0.4466666666666672,0.4466666666666672,0.059344552701505834,,,0.02204353741496603,0.013317507936507935,0.008726029478458094,3.9952523809523806,4.003978410430839,0.0021793397925737442,0.9978206602074262,0.6552299063803825,0.007319325131221441,0.731932513122144,10.0
phi,5_to_10,cumulative_cases,0.12,0.096,0.144,40.22,37.71333333333333,43.22,43.22,37.71333333333333,-5.506666666666668,5.506666666666668,0.13691364163765957,,,3.5764185941043087,0.1730673544973545,3.403351239606954,51.920206349206346,55.3235575888133,0.06151721595530814,0.9384827840446919,19.664894338342577,0.025473087899822326,2.5473087899822326,9.0
phi,5_to_10,final_week_cases,0.12,0.096,0.144,7.003333333333333,6.166666666666667,8.123333333333333,8.123333333333333,6.166666666666667,-1.956666666666666,1.956666666666666,0.279390766301761,,,0.45730068027210874,0.02780015343915344,0.4295005268329553,8.340046031746033,8.769546558578988,0.048976366561710956,0.9510236334382891,15.44957396630953,0.032948198992785276,3.2948198992785276,7.0
phi,5_to_10,outbreak_indicator,0.12,0.096,0.144,0.0033333333333333335,0.0,0.02,0.02,0.0,-0.02,0.02,6.0,2.0,-2.0,4.399092970521542e-05,2.817989417989418e-05,1.581103552532124e-05,0.008453968253968254,0.008469779289493575,0.0018667588593405497,0.9981332411406594,0.5610750496218013,0.004807793484262473,0.4807793484262473,9.0
phi,5_to_10,peak_weekly_cases,0.12,0.096,0.144,10.126666666666667,9.556666666666667,11.016666666666667,11.016666666666667,9.556666666666667,-1.4600000000000009,1.4600000000000009,0.1441737985516788,,,0.2396471655328801,0.014348338624338621,0.22529882690854147,4.304501587301586,4.529800414210127,0.049737031724791214,0.9502629682752088,15.702084597193322,0.03162820230117046,3.162820230117046,9.0
phi,all ages combined,cumulative_cases,0.12,0.096,0.144,131.17,124.72333333333333,138.86,138.86,124.72333333333333,-14.136666666666684,14.136666666666684,0.10777362709969265,,,22.208317460317513,0.6548198783068784,21.553497582010635,196.44596349206353,217.99946107407416,0.09886949938232627,0.9011305006176737,32.915154680001464,0.02425014920920847,2.4250149209208467,9.0
phi,all ages combined,final_week_cases,0.12,0.096,0.144,22.49,20.343333333333334,25.14666666666667,25.14666666666667,20.343333333333334,-4.803333333333335,4.803333333333335,0.2135764043278495,,,2.5013378684807273,0.08794021164021164,2.4133976568405155,26.38206349206349,28.795461148904007,0.08381173839726379,0.9161882616027361,27.443618929579227,0.030885399776675104,3.0885399776675104,8.0
phi,all ages combined,outbreak_indicator,0.12,0.096,0.144,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
phi,all ages combined,peak_weekly_cases,0.12,0.096,0.144,28.093333333333334,26.82,29.776666666666667,29.776666666666667,26.82,-2.956666666666667,2.956666666666667,0.10524442335073565,,,0.9308031746031745,0.04371313227513227,0.8870900423280422,13.113939682539682,14.001029724867724,0.0633589142913146,0.9366410857086854,20.293444925077907,0.0252719421242852,2.52719421242852,9.0
phi,under_1,cumulative_cases,0.12,0.096,0.144,13.743333333333334,12.95,14.57,14.57,12.95,-1.620000000000001,1.620000000000001,0.11787533349502796,,,0.26136961451247204,0.05168218518518519,0.20968742932728685,15.504655555555557,15.714342984882844,0.013343696871641761,0.9866563031283582,4.0572477455421945,0.01826246807492653,1.826246807492653,9.0
phi,under_1,final_week_cases,0.12,0.096,0.144,2.183333333333333,1.91,2.56,2.56,1.91,-0.6500000000000001,0.6500000000000001,0.29770992366412224,,,0.03751428571428573,0.007280015873015872,0.030234269841269857,2.184004761904762,2.2142390317460316,0.013654474249525225,0.9863455257504747,4.153049988989212,0.026093533433815333,2.6093533433815335,8.0
phi,under_1,outbreak_indicator,0.12,0.096,0.144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
phi,under_1,peak_weekly_cases,0.12,0.096,0.144,4.33,4.076666666666667,4.53,4.53,4.076666666666667,-0.45333333333333314,0.45333333333333314,0.10469591993841412,,,0.023744217687074822,0.0059224391534391544,0.017821778533635667,1.7767317460317462,1.7945535245653819,0.009931037603323577,0.9900689623966764,3.009195716816538,0.02307435606680272,2.307435606680272,8.0
psi,11_to_14,cumulative_cases,0.3333333333333333,0.26666666666666666,0.39999999999999997,7.16,6.793333333333333,7.413333333333333,7.39,6.793333333333333,-0.5966666666666667,0.6200000000000001,0.08659217877094974,,,0.051990022675736984,0.024434544973544973,0.02755547770219201,7.3303634920634915,7.3579189697656835,0.0037450096712698003,0.9962549903287302,1.12772624708281,0.01367000945107625,1.367000945107625,11.0
psi,11_to_14,final_week_cases,0.3333333333333333,0.26666666666666666,0.39999999999999997,1.2666666666666666,1.0933333333333333,1.3533333333333333,1.3533333333333333,1.1166666666666667,-0.23666666666666658,0.26,0.20526315789473687,,,0.01134512471655329,0.004312338624338625,0.007032786092214666,1.2937015873015874,1.300734373393802,0.005406781150762643,0.9945932188492375,1.6308520051097033,0.027152390461837084,2.7152390461837084,10.0
psi,11_to_14,outbreak_indicator,0.3333333333333333,0.26666666666666666,0.39999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
psi,11_to_14,peak_weekly_cases,0.3333333333333333,0.26666666666666666,0.39999999999999997,2.6933333333333334,2.546666666666667,2.7266666666666666,2.703333333333333,2.546666666666667,-0.1566666666666663,0.17999999999999972,0.06683168316831672,,,0.003577324263038538,0.0029875396825396823,0.0005897845804988559,0.8962619047619047,0.8968516893424036,0.0006576166243621644,0.9993423833756379,0.19741481056997542,0.0041711245607183,0.41711245607183,11.0
psi,15_to_24,cumulative_cases,0.3333333333333333,0.26666666666666666,0.39999999999999997,10.686666666666667,10.676666666666666,10.99,10.99,10.676666666666666,-0.31333333333333435,0.31333333333333435,0.029320024953212818,,,0.010774149659863933,0.03767085185185186,0.0,11.301255555555556,11.301255555555556,0.0,1.0,0.0,0.0,0.0,13.0
psi,15_to_24,final_week_cases,0.3333333333333333,0.26666666666666666,0.39999999999999997,1.9466666666666668,1.82,2.0533333333333332,2.0533333333333332,1.8533333333333333,-0.19999999999999996,0.23333333333333317,0.11986301369863005,,,0.0049410430839002244,0.0068431481481481485,0.0,2.0529444444444445,2.0529444444444445,0.0,1.0,0.0,0.0,0.0,11.0
psi,15_to_24,outbreak_indicator,0.3333333333333333,0.26666666666666666,0.39999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
psi,15_to_24,peak_weekly_cases,0.3333333333333333,0.26666666666666666,0.39999999999999997,3.5366666666666666,3.5366666666666666,3.763333333333333,3.763333333333333,3.61,-0.15333333333333332,0.22666666666666657,0.06409048067860507,,,0.004421315192743762,0.0047147037037037045,0.0,1.4144111111111113,1.4144111111111113,0.0,1.0,0.0,0.0,0.0,12.0
psi,1_to_4,cumulative_cases,0.3333333333333333,0.26666666666666666,0.39999999999999997,15.04,14.49,15.123333333333333,15.073333333333334,14.49,-0.5833333333333339,0.6333333333333329,0.042109929078014155,,,0.0794698412698412,0.05331643386243386,0.026153407407407347,15.994930158730156,16.021083566137563,0.0016324368635518285,0.9983675631364483,0.490531821293373,0.002578806047372638,0.25788060473726376,12.0
psi,1_to_4,final_week_cases,0.3333333333333333,0.26666666666666666,0.39999999999999997,2.19,1.99,2.263333333333333,2.21,1.99,-0.21999999999999997,0.2733333333333332,0.12480974124809736,,,0.01068072562358276,0.0075443968253968265,0.003136328798185934,2.263319047619048,2.266455376417234,0.0013838034628079808,0.998616196537192,0.4157163085096557,0.004358301146221264,0.43583011462212634,11.0
psi,1_to_4,outbreak_indicator,0.3333333333333333,0.26666666666666666,0.39999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
psi,1_to_4,peak_weekly_cases,0.3333333333333333,0.26666666666666666,0.39999999999999997,4.823333333333333,4.71,4.833333333333333,4.763333333333334,4.77,0.0066666666666659324,0.12333333333333307,0.025570145127850673,,,0.0018947845804988632,0.00740973544973545,0.0,2.222920634920635,2.222920634920635,0.0,1.0,0.0,0.0,0.0,11.0
psi,25_to_34,cumulative_cases,0.3333333333333333,0.26666666666666666,0.39999999999999997,16.313333333333333,15.826666666666666,16.48,16.48,15.826666666666666,-0.6533333333333342,0.6533333333333342,0.040049039640376025,,,0.04012834467120184,0.06524555555555556,0.0,19.573666666666668,19.573666666666668,0.0,1.0,0.0,0.0,0.0,12.0
psi,25_to_34,final_week_cases,0.3333333333333333,0.26666666666666666,0.39999999999999997,2.9,2.6633333333333336,3.15,3.1266666666666665,2.6633333333333336,-0.46333333333333293,0.48666666666666636,0.1678160919540229,,,0.02884988662131516,0.010375788359788361,0.0184740982615268,3.1127365079365084,3.131210606198035,0.00589998584731365,0.9941000141526863,1.7805006830250751,0.024439974460971542,2.4439974460971543,9.0
psi,25_to_34,outbreak_indicator,0.3333333333333333,0.26666666666666666,0.39999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
psi,25_to_34,peak_weekly_cases,0.3333333333333333,0.26666666666666666,0.39999999999999997,4.973333333333334,4.863333333333333,5.033333333333333,4.99,4.863333333333333,-0.12666666666666693,0.16999999999999993,0.03418230563002679,,,0.0027442176870748317,0.006734534391534391,0.0,2.0203603174603173,2.0203603174603173,0.0,1.0,0.0,0.0,0.0,13.0
psi,35_and_over,cumulative_cases,0.3333333333333333,0.26666666666666666,0.39999999999999997,28.006666666666668,27.973333333333333,28.33,28.33,27.973333333333333,-0.3566666666666656,0.3566666666666656,0.012735063080218956,,,0.015549206349206215,0.13820376719576719,0.0,41.46113015873016,41.46113015873016,0.0,1.0,0.0,0.0,0.0,12.0
psi,35_and_over,final_week_cases,0.3333333333333333,0.26666666666666666,0.39999999999999997,5.0,4.963333333333333,5.573333333333333,5.573333333333333,4.99,-0.583333333333333,0.6100000000000003,0.12200000000000007,,,0.039126077097505686,0.019772735449735446,0.01935334164777024,5.931820634920634,5.951173976568405,0.0032520208153837002,0.9967479791846163,0.9787892877527566,0.011299738849246663,1.1299738849246663,11.0
psi,35_and_over,outbreak_indicator,0.3333333333333333,0.26666666666666666,0.39999999999999997,0.0,0.0,0.0033333333333333335,0.0033333333333333335,0.0,-0.0033333333333333335,0.0033333333333333335,3333333333.3333335,0.33333333333333337,-0.33333333333333337,1.3605442176870745e-06,1.5820105820105817e-06,0.0,0.0004746031746031745,0.0004746031746031745,0.0,1.0,0.0,0.0,0.0,2.0
psi,35_and_over,peak_weekly_cases,0.3333333333333333,0.26666666666666666,0.39999999999999997,7.526666666666666,7.526666666666666,7.82,7.82,7.656666666666666,-0.163333333333334,0.2933333333333339,0.03897254207263072,,,0.0071156462585034354,0.013342391534391535,0.0,4.00271746031746,4.00271746031746,0.0,1.0,0.0,0.0,0.0,11.0
psi,5_to_10,cumulative_cases,0.3333333333333333,0.26666666666666666,0.39999999999999997,40.22,38.943333333333335,41.16,41.16,38.943333333333335,-2.2166666666666615,2.2166666666666615,0.055113542184650956,,,0.6102535147392267,0.168881619047619,0.44137189569160773,50.6644857142857,51.10585760997731,0.008636424792242199,0.9913635752077578,2.6134987228370634,0.003303539453883102,0.3303539453883102,11.0
psi,5_to_10,final_week_cases,0.3333333333333333,0.26666666666666666,0.39999999999999997,7.003333333333333,6.343333333333334,7.733333333333333,7.733333333333333,6.343333333333334,-1.3899999999999997,1.3899999999999997,0.19847691575440263,,,0.20982448979591828,0.026582444444444443,0.18324204535147384,7.974733333333333,8.157975378684807,0.02246170610299333,0.9775382938970067,6.893348192053505,0.014057015060271379,1.4057015060271378,10.0
psi,5_to_10,outbreak_indicator,0.3333333333333333,0.26666666666666666,0.39999999999999997,0.0033333333333333335,0.0,0.016666666666666666,0.016666666666666666,0.01,-0.006666666666666666,0.016666666666666666,5.0,1.6666666666666667,-0.6666666666666666,2.4489795918367352e-05,2.5121693121693123e-05,0.0,0.007536507936507937,0.007536507936507937,0.0,1.0,0.0,0.0,0.0,10.0
psi,5_to_10,peak_weekly_cases,0.3333333333333333,0.26666666666666666,0.39999999999999997,10.126666666666667,9.786666666666667,10.62,10.62,9.786666666666667,-0.8333333333333321,0.8333333333333321,0.08229098090849231,,,0.08389115646258495,0.014171534391534388,0.06971962207105056,4.2514603174603165,4.321179939531367,0.0161343945511817,0.9838656054488183,4.919694660071445,0.009787473558925739,0.9787473558925739,11.0
psi,all ages combined,cumulative_cases,0.3333333333333333,0.26666666666666666,0.39999999999999997,131.17,128.15,133.71333333333334,133.71333333333334,128.15,-5.563333333333333,5.563333333333333,0.04241315341414449,,,3.6459038548753,0.6566940952380953,2.9892097596372045,197.0082285714286,199.99743833106578,0.014946240234782486,0.9850537597652176,4.551905950293976,0.003363202766187065,0.3363202766187065,12.0
psi,all ages combined,final_week_cases,0.3333333333333333,0.26666666666666666,0.39999999999999997,22.49,20.946666666666665,24.566666666666666,24.566666666666666,20.946666666666665,-3.620000000000001,3.620000000000001,0.16096042685638068,,,1.50262358276644,0.09177402116402116,1.4108495616024188,27.532206349206348,28.943055910808766,0.0487457014197156,0.9512542985802844,15.37308209565001,0.01805531409684179,1.805531409684179,10.0
psi,all ages combined,outbreak_indicator,0.3333333333333333,0.26666666666666666,0.39999999999999997,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
psi,all ages combined,peak_weekly_cases,0.3333333333333333,0.26666666666666666,0.39999999999999997,28.093333333333334,27.44333333333333,29.143333333333334,29.143333333333334,27.44333333333333,-1.7000000000000028,1.7000000000000028,0.0605125771238729,,,0.32724897959183735,0.043508216931216925,0.2837407626606204,13.052465079365078,13.336205842025699,0.021275973543125944,0.9787240264568741,6.521544266205905,0.008083373490972018,0.8083373490972018,12.0
psi,under_1,cumulative_cases,0.3333333333333333,0.26666666666666666,0.39999999999999997,13.743333333333334,13.446666666666667,14.29,14.29,13.446666666666667,-0.8433333333333319,0.8433333333333319,0.0613630851321852,,,0.08013605442176855,0.05267623280423281,0.02745982161753574,15.802869841269843,15.830329662887378,0.0017346335927490217,0.998265366407251,0.5212943324855456,0.0023915793008778387,0.23915793008778388,11.0
psi,under_1,final_week_cases,0.3333333333333333,0.26666666666666666,0.39999999999999997,2.183333333333333,1.99,2.5166666666666666,2.5166666666666666,1.99,-0.5266666666666666,0.5266666666666666,0.24122137404580152,,,0.03557414965986394,0.007627042328042329,0.02794710733182161,2.2881126984126987,2.3160598057445205,0.012066660481954927,0.987933339518045,3.664212958287716,0.024119609415733267,2.4119609415733265,9.0
psi,under_1,outbreak_indicator,0.3333333333333333,0.26666666666666666,0.39999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
psi,under_1,peak_weekly_cases,0.3333333333333333,0.26666666666666666,0.39999999999999997,4.33,4.16,4.493333333333333,4.493333333333333,4.16,-0.33333333333333304,0.33333333333333304,0.07698229407236329,,,0.01285351473922901,0.006031666666666667,0.006821848072562343,1.8095,1.8163218480725625,0.0037558586215331413,0.9962441413784668,1.1310054831548508,0.008832437860388086,0.8832437860388086,10.0
reporting_rate,11_to_14,cumulative_cases,1.0,0.8,1.0,7.16,5.673333333333333,7.16,5.673333333333333,7.16,1.4866666666666672,1.4866666666666672,0.20763500931098705,,,0.24174557823129264,0.020880121693121693,0.22086545653817094,6.264036507936508,6.484901964474679,0.034058411021185356,0.9659415889788147,10.57778588574645,0.10956924466792642,10.956924466792643,3.0
reporting_rate,11_to_14,final_week_cases,1.0,0.8,1.0,1.2666666666666666,0.8933333333333333,1.2666666666666666,0.9033333333333333,1.2666666666666666,0.3633333333333333,0.3733333333333333,0.29473684210526313,,,0.014995011337868477,0.003284767195767196,0.01171024414210128,0.9854301587301588,0.9971404028722601,0.011743826755359581,0.9882561732446404,3.565014944496307,0.04521126011521368,4.5211260115213685,8.0
reporting_rate,11_to_14,outbreak_indicator,1.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
reporting_rate,11_to_14,peak_weekly_cases,1.0,0.8,1.0,2.6933333333333334,2.243333333333333,2.6933333333333334,2.243333333333333,2.6933333333333334,0.4500000000000002,0.4500000000000002,0.16707920792079214,,,0.022571428571428583,0.0027631375661375662,0.019808291005291016,0.8289412698412698,0.8487495608465608,0.023338204717930935,0.9766617952820691,7.168767580754189,0.14008987662603875,14.008987662603875,3.0
reporting_rate,15_to_24,cumulative_cases,1.0,0.8,1.0,10.686666666666667,8.346666666666666,10.686666666666667,8.346666666666666,10.686666666666667,2.3400000000000016,2.3400000000000016,0.21896444167186538,,,0.6082249433106581,0.03231587830687832,0.5759090650037798,9.694763492063496,10.270672557067275,0.056073159941945123,0.9439268400580549,17.821241296146347,0.1177517231967001,11.77517231967001,4.0
reporting_rate,15_to_24,final_week_cases,1.0,0.8,1.0,1.9466666666666668,1.45,1.9466666666666668,1.45,1.9466666666666668,0.4966666666666668,0.4966666666666668,0.25513698630136994,,,0.03197732426303856,0.006055386243386244,0.025921938019652313,1.816615873015873,1.8425378110355253,0.014068605737368243,0.9859313942626318,4.28080670295219,0.08868233434584652,8.868233434584653,5.0
reporting_rate,15_to_24,outbreak_indicator,1.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
reporting_rate,15_to_24,peak_weekly_cases,1.0,0.8,1.0,3.5366666666666666,3.006666666666667,3.5366666666666666,3.006666666666667,3.5366666666666666,0.5299999999999998,0.5299999999999998,0.1498586239396795,,,0.03333786848072562,0.004221333333333334,0.029116535147392285,1.2664000000000002,1.2955165351473925,0.022474846408718094,0.9775251535912819,6.897473581978589,0.10166307860991566,10.166307860991566,4.0
reporting_rate,1_to_4,cumulative_cases,1.0,0.8,1.0,15.04,11.786666666666667,15.04,11.786666666666667,15.04,3.253333333333332,3.253333333333332,0.21631205673758858,,,1.1607600907029472,0.05001120105820106,1.1107488896447462,15.003360317460318,16.114109207105063,0.06893020739582631,0.9310697926041738,22.210002282330723,0.10952324143113519,10.952324143113518,3.0
reporting_rate,1_to_4,final_week_cases,1.0,0.8,1.0,2.19,1.6133333333333333,2.19,1.6133333333333333,2.19,0.5766666666666667,0.5766666666666667,0.2633181126331811,,,0.03926349206349206,0.00659437037037037,0.032669121693121694,1.9783111111111111,2.0109802328042328,0.016245371864031646,0.9837546281359684,4.954092636335627,0.04539762240602086,4.539762240602086,6.0
reporting_rate,1_to_4,outbreak_indicator,1.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
reporting_rate,1_to_4,peak_weekly_cases,1.0,0.8,1.0,4.823333333333333,3.953333333333333,4.823333333333333,3.953333333333333,4.823333333333333,0.8700000000000001,0.8700000000000001,0.18037318590186596,,,0.0856235827664399,0.0063449100529100536,0.07927867271352984,1.903473015873016,1.982751688586546,0.039984166030414846,0.9600158339695851,12.494845798037622,0.24671917388519896,24.671917388519894,1.0
reporting_rate,25_to_34,cumulative_cases,1.0,0.8,1.0,16.313333333333333,13.13,16.313333333333333,13.13,16.313333333333333,3.183333333333332,3.183333333333332,0.19513690232938283,,,1.0714403628117901,0.05377176719576719,1.017668595616023,16.131530158730158,17.14919875434618,0.05934204916472332,0.9406579508352767,18.92570485755082,0.09498758335146003,9.498758335146002,5.0
reporting_rate,25_to_34,final_week_cases,1.0,0.8,1.0,2.9,2.2,2.9,2.2,2.9,0.6999999999999997,0.6999999999999997,0.2413793103448275,,,0.04424988662131516,0.008824306878306877,0.035425579743008286,2.6472920634920634,2.6827176432350717,0.013205109316047443,0.9867948906839525,4.014545304413235,0.04686563056705745,4.686563056705745,6.0
reporting_rate,25_to_34,outbreak_indicator,1.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
reporting_rate,25_to_34,peak_weekly_cases,1.0,0.8,1.0,4.973333333333334,4.183333333333334,4.973333333333334,4.183333333333334,4.973333333333334,0.79,0.79,0.15884718498659517,,,0.06024081632653065,0.006017708994708995,0.05422310733182166,1.8053126984126984,1.85953580574452,0.029159485482513653,0.9708405145174864,9.010589807432819,0.07821681044008746,7.821681044008747,5.0
reporting_rate,35_and_over,cumulative_cases,1.0,0.8,1.0,28.006666666666668,22.04,28.006666666666668,22.04,28.006666666666668,5.966666666666669,5.966666666666669,0.21304451321114026,,,4.217420408163268,0.11220220105820107,4.105218207105067,33.66066031746032,37.76587852456539,0.10870177968810565,0.8912982203118943,36.587679817222345,0.19086779706399085,19.086779706399085,1.0
