parameter,age_group,outcome,baseline_parameter_value,tested_lower,tested_upper,baseline_outcome_mean,minimum_level_mean,maximum_level_mean,low_level_outcome_mean,high_level_outcome_mean,low_to_high_outcome_change,outcome_mean_spread,relative_outcome_spread,outbreak_probability_spread_percentage_points,outbreak_probability_low_to_high_change_percentage_points,raw_variance_across_level_means,monte_carlo_variance_of_level_mean,noise_adjusted_parameter_variance,mean_within_level_stochastic_variance,oat_total_predictive_variance,oat_parameter_variance_fraction,oat_stochastic_variance_fraction,parameter_signal_to_mc_noise,isolated_variance_screening_share,relative_parameter_variance_share_percent,sensitivity_rank
reporting_rate,35_and_over,final_week_cases,1.0,0.8,1.0,5.0,3.8133333333333335,5.083333333333333,3.8133333333333335,5.0,1.1866666666666665,1.2699999999999996,0.2539999999999999,,,0.23074829931972787,0.016502206349206346,0.21424609297052152,4.950661904761904,5.164907997732425,0.041481105387469255,0.9585188946125308,12.982875649281008,0.12509079538298942,12.509079538298943,4.0
reporting_rate,35_and_over,outbreak_indicator,1.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
reporting_rate,35_and_over,peak_weekly_cases,1.0,0.8,1.0,7.526666666666666,6.27,7.56,6.27,7.526666666666666,1.2566666666666668,1.29,0.17139061116031887,,,0.2233714285714286,0.010553613756613758,0.21281781481481485,3.1660841269841273,3.3789019417989423,0.06298431220573086,0.9370156877942691,20.165397343772014,0.17850991498380206,17.850991498380207,1.0
reporting_rate,5_to_10,cumulative_cases,1.0,0.8,1.0,40.22,31.786666666666665,40.22,31.786666666666665,40.22,8.433333333333334,8.433333333333334,0.2096800928228079,,,7.786402267573693,0.15659061375661376,7.629811653817079,46.97718412698413,54.606995780801206,0.1397222378693753,0.8602777621306247,48.72457850938608,0.05710690705529907,5.710690705529907,7.0
reporting_rate,5_to_10,final_week_cases,1.0,0.8,1.0,7.003333333333333,5.433333333333334,7.003333333333333,5.433333333333334,7.003333333333333,1.5699999999999994,1.5699999999999994,0.22417896239885762,,,0.24687573696145101,0.023844608465608465,0.22303112849584256,7.153382539682539,7.376413668178381,0.030235713251548228,0.9697642867484518,9.353524458894958,0.017109348054710323,1.7109348054710323,9.0
reporting_rate,5_to_10,outbreak_indicator,1.0,0.8,1.0,0.0033333333333333335,0.0,0.006666666666666667,0.0,0.0033333333333333335,0.0033333333333333335,0.006666666666666667,2.0,0.6666666666666667,0.33333333333333337,5.4421768707483e-06,7.899470899470896e-06,0.0,0.002369841269841269,0.002369841269841269,0.0,1.0,0.0,0.0,0.0,10.0
reporting_rate,5_to_10,peak_weekly_cases,1.0,0.8,1.0,10.126666666666667,8.44,10.126666666666667,8.44,10.126666666666667,1.6866666666666674,1.6866666666666674,0.16655694535878876,,,0.30790294784580535,0.013676359788359788,0.29422658805744556,4.102907936507936,4.397134524565382,0.06691325598834784,0.9330867440116521,21.51351621415133,0.04130451177733687,4.130451177733687,8.0
reporting_rate,all ages combined,cumulative_cases,1.0,0.8,1.0,131.17,103.64333333333333,131.17,103.64333333333333,131.17,27.526666666666657,27.526666666666657,0.20985489568244767,,,84.73598231292513,0.5449380264550265,84.1910442864701,163.48140793650796,247.67245222297805,0.33992898092143653,0.6600710190785636,154.49654859683085,0.09472455123617675,9.472455123617674,5.0
reporting_rate,all ages combined,final_week_cases,1.0,0.8,1.0,22.49,17.036666666666665,22.49,17.036666666666665,22.49,5.453333333333333,5.453333333333333,0.24247813843189567,,,3.3806249433106594,0.07830591005291004,3.3023190332577492,23.49177301587301,26.79409204913076,0.12324802897603247,0.8767519710239675,42.172028024786705,0.04226135019365723,4.2261350193657234,7.0
reporting_rate,all ages combined,outbreak_indicator,1.0,0.8,1.0,1.0,0.9933333333333333,1.0,0.9933333333333333,1.0,0.00666666666666671,0.00666666666666671,0.00666666666666671,0.666666666666671,0.666666666666671,5.442176870748369e-06,3.153439153439152e-06,2.288737717309217e-06,0.0009460317460317457,0.0009483204837490549,0.0024134643894445965,0.9975865356105553,0.7257909875359769,1.0,100.0,1.0
reporting_rate,all ages combined,peak_weekly_cases,1.0,0.8,1.0,28.093333333333334,22.8,28.093333333333334,22.8,28.093333333333334,5.293333333333333,5.293333333333333,0.18841955386805884,,,3.2166916099773224,0.03850665608465609,3.178184953892666,11.551996825396825,14.730181779289492,0.21576006335245412,0.7842399366475459,82.5359892820995,0.09054199955200025,9.054199955200025,5.0
reporting_rate,under_1,cumulative_cases,1.0,0.8,1.0,13.743333333333334,10.88,13.743333333333334,10.88,13.743333333333334,2.8633333333333333,2.8633333333333333,0.20834343924326945,,,1.0132172335600909,0.04423817989417989,0.968979053665911,13.271453968253969,14.24043302191988,0.06804421271280094,0.931955787287199,21.903682655655388,0.08439203575349201,8.4392035753492,5.0
reporting_rate,under_1,final_week_cases,1.0,0.8,1.0,2.183333333333333,1.6233333333333333,2.183333333333333,1.6233333333333333,2.183333333333333,0.5599999999999998,0.5599999999999998,0.25648854961832057,,,0.04018231292517005,0.006569820105820106,0.03361249281934994,1.9709460317460317,2.0045585245653816,0.016768027676636498,0.9832319723233635,5.116196833087277,0.02900909166254726,2.900909166254726,7.0
reporting_rate,under_1,outbreak_indicator,1.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
reporting_rate,under_1,peak_weekly_cases,1.0,0.8,1.0,4.33,3.6533333333333333,4.33,3.6533333333333333,4.33,0.6766666666666667,0.6766666666666667,0.15627405696689764,,,0.05469977324263036,0.004942640211640211,0.04975713303099015,1.4827920634920633,1.5325491965230533,0.03246690751845086,0.9675330924815492,10.066913815375262,0.06442195442241985,6.442195442241985,5.0
seasonal_amplitude,11_to_14,cumulative_cases,0.6,0.48,0.72,7.16,6.753333333333333,7.453333333333333,6.753333333333333,7.453333333333333,0.7000000000000002,0.7000000000000002,0.09776536312849164,,,0.05781496598639459,0.024842582010582013,0.03297238397581258,7.452774603174603,7.485746987150416,0.004404688541091622,0.9955953114589083,1.327252697073419,0.016357284945127903,1.6357284945127903,10.0
seasonal_amplitude,11_to_14,final_week_cases,0.6,0.48,0.72,1.2666666666666666,1.07,1.32,1.0733333333333333,1.31,0.2366666666666668,0.25,0.19736842105263158,,,0.010716553287981859,0.004135026455026455,0.006581526832955404,1.2405079365079366,1.247089463340892,0.005277509774899239,0.9947224902251007,1.591652896187649,0.025410155244347574,2.541015524434757,11.0
seasonal_amplitude,11_to_14,outbreak_indicator,0.6,0.48,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
seasonal_amplitude,11_to_14,peak_weekly_cases,0.6,0.48,0.72,2.6933333333333334,2.6,2.7133333333333334,2.6,2.6866666666666665,0.08666666666666645,0.11333333333333329,0.04207920792079206,,,0.0012077097505668911,0.003294084656084656,0.0,0.9882253968253968,0.9882253968253968,0.0,1.0,0.0,0.0,0.0,12.0
seasonal_amplitude,15_to_24,cumulative_cases,0.6,0.48,0.72,10.686666666666667,10.356666666666667,11.143333333333333,10.356666666666667,11.143333333333333,0.7866666666666653,0.7866666666666653,0.07361197754210841,,,0.0663138321995463,0.03768140211640211,0.028632430083144186,11.304420634920634,11.333053065003778,0.002526453367765524,0.9974735466322344,0.759855750449396,0.005854254059322951,0.5854254059322951,11.0
seasonal_amplitude,15_to_24,final_week_cases,0.6,0.48,0.72,1.9466666666666668,1.82,1.9466666666666668,1.82,1.8933333333333333,0.07333333333333325,0.1266666666666667,0.06506849315068494,,,0.001405895691609978,0.0067372116402116405,0.0,2.021163492063492,2.021163492063492,0.0,1.0,0.0,0.0,0.0,11.0
seasonal_amplitude,15_to_24,outbreak_indicator,0.6,0.48,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
seasonal_amplitude,15_to_24,peak_weekly_cases,0.6,0.48,0.72,3.5366666666666666,3.473333333333333,3.6933333333333334,3.473333333333333,3.6933333333333334,0.2200000000000002,0.2200000000000002,0.062205466540999114,,,0.005129705215419506,0.0043736825396825385,0.0007560226757369675,1.3121047619047617,1.3128607845804987,0.0005758589826251389,0.9994241410173748,0.17285723617970752,0.0026397231787797302,0.26397231787797304,11.0
seasonal_amplitude,1_to_4,cumulative_cases,0.6,0.48,0.72,15.04,14.096666666666666,15.43,14.096666666666666,15.43,1.333333333333334,1.333333333333334,0.08865248226950359,,,0.21046258503401366,0.051062185185185176,0.15940039984882848,15.318655555555553,15.478055955404383,0.010298476779519044,0.9897015232204809,3.121691703375746,0.01571736748028295,1.5717367480282949,10.0
seasonal_amplitude,1_to_4,final_week_cases,0.6,0.48,0.72,2.19,1.94,2.2333333333333334,1.94,2.2133333333333334,0.27333333333333343,0.29333333333333345,0.13394216133942166,,,0.012545578231292525,0.007365661375661376,0.005179916855631149,2.2096984126984127,2.2148783295540437,0.0023386913793472814,0.9976613086206528,0.703252103435998,0.007198109325235902,0.7198109325235902,9.0
seasonal_amplitude,1_to_4,outbreak_indicator,0.6,0.48,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
seasonal_amplitude,1_to_4,peak_weekly_cases,0.6,0.48,0.72,4.823333333333333,4.616666666666666,4.8566666666666665,4.616666666666666,4.8566666666666665,0.2400000000000002,0.2400000000000002,0.049758120248790644,,,0.006024943310657607,0.0069668095238095236,0.0,2.090042857142857,2.090042857142857,0.0,1.0,0.0,0.0,0.0,11.0
seasonal_amplitude,25_to_34,cumulative_cases,0.6,0.48,0.72,16.313333333333333,15.516666666666667,16.656666666666666,15.516666666666667,16.486666666666668,0.9700000000000006,1.1399999999999988,0.069881487535758,,,0.14837913832199562,0.06794876719576719,0.08043037112622843,20.384630158730157,20.465060529856387,0.003930131113411022,0.9960698688865889,1.1836913964090106,0.007507244120780648,0.7507244120780648,11.0
seasonal_amplitude,25_to_34,final_week_cases,0.6,0.48,0.72,2.9,2.736666666666667,2.9466666666666668,2.756666666666667,2.9266666666666667,0.16999999999999993,0.20999999999999996,0.07241379310344827,,,0.006053514739229021,0.010504999999999999,0.0,3.1514999999999995,3.1514999999999995,0.0,1.0,0.0,0.0,0.0,13.0
seasonal_amplitude,25_to_34,outbreak_indicator,0.6,0.48,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
seasonal_amplitude,25_to_34,peak_weekly_cases,0.6,0.48,0.72,4.973333333333334,4.696666666666666,5.02,4.696666666666666,5.0,0.3033333333333337,0.32333333333333325,0.06501340482573724,,,0.01424081632653063,0.00686158201058201,0.007379234315948621,2.058474603174603,2.0658538374905517,0.00357200213395173,0.9964279978660483,1.0754421217393133,0.010644542522276562,1.064454252227656,11.0
seasonal_amplitude,35_and_over,cumulative_cases,0.6,0.48,0.72,28.006666666666668,27.643333333333334,28.94333333333333,27.643333333333334,28.94333333333333,1.2999999999999972,1.2999999999999972,0.04641751963818128,,,0.17199319727891085,0.14064837566137567,0.031344821617535185,42.1945126984127,42.22585752003024,0.0007423134415367757,0.9992576865584631,0.22285946403676088,0.0014573444698136066,0.14573444698136065,11.0
seasonal_amplitude,35_and_over,final_week_cases,0.6,0.48,0.72,5.0,4.973333333333334,5.416666666666667,4.983333333333333,5.416666666666667,0.43333333333333357,0.44333333333333336,0.08866666666666667,,,0.021297959183673477,0.020702412698412703,0.0005955464852607749,6.21072380952381,6.211319356009072,9.588083483175278e-05,0.9999041191651682,0.028767008654331225,0.0003477187494806,0.03477187494806,13.0
seasonal_amplitude,35_and_over,outbreak_indicator,0.6,0.48,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
seasonal_amplitude,35_and_over,peak_weekly_cases,0.6,0.48,0.72,7.526666666666666,7.526666666666666,7.87,7.576666666666667,7.87,0.293333333333333,0.3433333333333337,0.045615589016829106,,,0.011410884353741494,0.01335810582010582,0.0,4.007431746031746,4.007431746031746,0.0,1.0,0.0,0.0,0.0,11.0
seasonal_amplitude,5_to_10,cumulative_cases,0.6,0.48,0.72,40.22,38.026666666666664,42.25333333333333,38.026666666666664,42.25333333333333,4.226666666666667,4.226666666666667,0.1050886789325377,,,2.107839455782313,0.16769350264550267,1.9401459531368104,50.3080507936508,52.24819674678761,0.03713326150832367,0.9628667384916763,11.569595258787103,0.014521424596905879,1.4521424596905879,10.0
seasonal_amplitude,5_to_10,final_week_cases,0.6,0.48,0.72,7.003333333333333,6.3133333333333335,7.59,6.3133333333333335,7.59,1.2766666666666664,1.2766666666666664,0.18229414564493096,,,0.17904126984126978,0.027010349206349205,0.15203092063492057,8.103104761904762,8.255135682539683,0.01841652596413151,0.9815834740358684,5.6286173671232405,0.011662721494364788,1.1662721494364787,11.0
seasonal_amplitude,5_to_10,outbreak_indicator,0.6,0.48,0.72,0.0033333333333333335,0.0,0.01,0.0,0.01,0.01,0.01,3.0,1.0,1.0,1.4965986394557824e-05,1.8888888888888886e-05,0.0,0.005666666666666666,0.005666666666666666,0.0,1.0,0.0,0.0,0.0,10.0
seasonal_amplitude,5_to_10,peak_weekly_cases,0.6,0.48,0.72,10.126666666666667,9.6,10.683333333333334,9.6,10.683333333333334,1.083333333333334,1.083333333333334,0.10697827518104021,,,0.1330498866213153,0.01387122751322751,0.1191786591080878,4.161368253968253,4.280546913076341,0.02784192336358172,0.9721580766364183,8.591788938249323,0.01673069847710746,1.673069847710746,10.0
seasonal_amplitude,all ages combined,cumulative_cases,0.6,0.48,0.72,131.17,125.53333333333333,135.93,125.53333333333333,135.93,10.396666666666675,10.396666666666675,0.07926100988539053,,,11.817173696145138,0.6487388624338625,11.168434833711276,194.62165873015874,205.79009356387002,0.054271003235852974,0.945728996764147,17.215609362156677,0.012565766188076592,1.2565766188076593,10.0
seasonal_amplitude,all ages combined,final_week_cases,0.6,0.48,0.72,22.49,20.81,23.73,20.81,23.73,2.9200000000000017,2.9200000000000017,0.1298354824366386,,,0.8991569160997737,0.09138839682539682,0.8077685192743769,27.416519047619044,28.22428756689342,0.028619624759700747,0.9713803752402993,8.838852057090667,0.010337398635524851,1.033739863552485,11.0
seasonal_amplitude,all ages combined,outbreak_indicator,0.6,0.48,0.72,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
seasonal_amplitude,all ages combined,peak_weekly_cases,0.6,0.48,0.72,28.093333333333334,27.023333333333333,29.12,27.023333333333333,29.12,2.0966666666666676,2.0966666666666676,0.07463217845277649,,,0.44745668934240374,0.044221037037037045,0.4032356523053667,13.266311111111113,13.66954676341648,0.029498831181772444,0.9705011688182275,9.118638533231124,0.011487614087929525,1.1487614087929525,10.0
seasonal_amplitude,under_1,cumulative_cases,0.6,0.48,0.72,13.743333333333334,13.14,14.22,13.14,14.22,1.08,1.08,0.07858355566335193,,,0.09704580498866223,0.049709846560846566,0.04733595842781567,14.91295396825397,14.960289926681785,0.003164107023313208,0.9968358929766868,0.9522451124421561,0.00412266692551578,0.412266692551578,10.0
seasonal_amplitude,under_1,final_week_cases,0.6,0.48,0.72,2.183333333333333,1.9233333333333333,2.38,1.9233333333333333,2.38,0.45666666666666655,0.45666666666666655,0.20916030534351143,,,0.01871065759637186,0.007579338624338624,0.011131318972033236,2.273801587301587,2.2849329062736206,0.004871617429759341,0.9951283825702406,1.4686398805680172,0.009606828452749327,0.9606828452749328,11.0
seasonal_amplitude,under_1,outbreak_indicator,0.6,0.48,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
seasonal_amplitude,under_1,peak_weekly_cases,0.6,0.48,0.72,4.33,4.193333333333333,4.453333333333333,4.193333333333333,4.453333333333333,0.2599999999999998,0.2599999999999998,0.06004618937644337,,,0.007694331065759631,0.0058342433862433865,0.0018600876795162443,1.750273015873016,1.7521331035525323,0.0010616132277535475,0.9989383867722464,0.3188224344397701,0.002408307641778042,0.2408307641778042,11.0
seasonal_peak_week,11_to_14,cumulative_cases,13.433982740528194,10.747186192422555,16.120779288633834,7.16,6.44,7.516666666666667,6.44,7.34,0.8999999999999995,1.0766666666666662,0.15037243947858467,,,0.12094195011337859,0.02394130158730159,0.097000648526077,7.182390476190477,7.279391124716554,0.013325379398383958,0.986674620601616,4.051602966211575,0.048121095792380914,4.812109579238092,8.0
seasonal_peak_week,11_to_14,final_week_cases,13.433982740528194,10.747186192422555,16.120779288633834,1.2666666666666666,0.9333333333333333,1.33,0.9333333333333333,1.3166666666666667,0.3833333333333333,0.3966666666666667,0.3131578947368422,,,0.01977052154195012,0.004056698412698414,0.015713823129251705,1.217009523809524,1.2327233469387757,0.012747242248858086,0.9872527577511419,3.8735497517054185,0.06066839736900469,6.0668397369004685,7.0
seasonal_peak_week,11_to_14,outbreak_indicator,13.433982740528194,10.747186192422555,16.120779288633834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
seasonal_peak_week,11_to_14,peak_weekly_cases,13.433982740528194,10.747186192422555,16.120779288633834,2.6933333333333334,2.4466666666666668,2.73,2.4466666666666668,2.73,0.2833333333333332,0.2833333333333332,0.10519801980198015,,,0.00955827664399093,0.0032295714285714284,0.0063287052154195,0.9688714285714285,0.975200133786848,0.0064896476078650555,0.9935103523921349,1.959611470249768,0.04475840609338122,4.475840609338122,8.0
seasonal_peak_week,15_to_24,cumulative_cases,13.433982740528194,10.747186192422555,16.120779288633834,10.686666666666667,10.07,11.663333333333334,10.07,11.663333333333334,1.5933333333333337,1.5933333333333337,0.1490954460386775,,,0.264221315192744,0.03739407407407407,0.22682724111866992,11.218222222222222,11.445049463340892,0.01981880828433374,0.9801811917156662,6.065860613886225,0.04637763170041693,4.637763170041693,8.0
seasonal_peak_week,15_to_24,final_week_cases,13.433982740528194,10.747186192422555,16.120779288633834,1.9466666666666668,1.66,2.07,1.66,2.07,0.4099999999999999,0.4099999999999999,0.21061643835616434,,,0.017618140589569155,0.00656,0.011058140589569155,1.968,1.979058140589569,0.005587577425226573,0.9944124225747735,1.6856921630440784,0.03783134271303615,3.7831342713036147,6.0
seasonal_peak_week,15_to_24,outbreak_indicator,13.433982740528194,10.747186192422555,16.120779288633834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
seasonal_peak_week,15_to_24,peak_weekly_cases,13.433982740528194,10.747186192422555,16.120779288633834,3.5366666666666666,3.44,3.8,3.45,3.8,0.34999999999999964,0.3599999999999999,0.1017907634307257,,,0.01586349206349205,0.004362296296296296,0.011501195767195752,1.308688888888889,1.3201900846560848,0.008711772570380926,0.9912882274296191,2.6365003626554593,0.04015749001278987,4.015749001278987,8.0
seasonal_peak_week,1_to_4,cumulative_cases,13.433982740528194,10.747186192422555,16.120779288633834,15.04,13.58,15.576666666666666,13.58,15.576666666666666,1.9966666666666661,1.9966666666666661,0.13275709219858153,,,0.5456680272108841,0.0507488888888889,0.49491913832199524,15.22466666666667,15.719585804988665,0.03148423530122091,0.9685157646987791,9.75231476309926,0.04880054239141833,4.880054239141833,8.0
seasonal_peak_week,1_to_4,final_week_cases,13.433982740528194,10.747186192422555,16.120779288633834,2.19,1.76,2.3266666666666667,1.76,2.263333333333333,0.5033333333333332,0.5666666666666667,0.258751902587519,,,0.04332290249433107,0.007255719576719577,0.0360671829176115,2.176715873015873,2.2127830559334845,0.016299466330826632,0.9837005336691734,4.9708623019741935,0.05011963182613969,5.011963182613969,5.0
